Macosko_cluster,gene
Inh_Pax3_Vmn1r207_12,Col6a5
Ex_Dmbx1_Art4,Mecom
Inh_Foxp2_Tmem233_2,Tmod1
Inh_Lhx1_Smoc2_1,Tal1
Inh_Pax5_Irs4_1,Gpr101
Inh_Six3_Wdr72_2,Emx1
Inh_Pax3_Lgr6,Pax3
Ex_Tfap2b_Flt4,Col24a1
Ex_Pou4f1_Hmx2,Eya1
Ex_Fezf2_Lhx9_3,Olfm3
Inh_Foxp2_Btc_3,C1ql2
Ex_Pax6_Slc5a7_1,Zeb2
Ex_Rorb_Fibcd1_Megf11,Satb2
Ex_Nkx2-4_Calcr_6,Prokr2
Ex_Tfap2b_Sult3a2_1,Tox
Inh_Nkx2-2_Dact1,Itga8
Inh_Ppp1r1b_Drd1_Prima1,Ddit4l
Ex_Evx2_Lmcd1_2,Bmpr1b
Ex_Tfap2b_Met_1,Met
Inh_Irx4_Trh,Trh
Inh_Sox1_Chrna5,Gm9008
Ex_Evx2_Clec9a,C1ql2
Inh_Pax2_Irag1,Qrfprl
Ex_Gabra6_Optc,Gabra6
Inh_Frmd7_Trhr_6,Pard3b
Ex_Lhx9_Nps_4,Nps
Ex_Ebf2_Nr5a2_1,Nr5a2
Ex_Irx2_Kcng4_Slc43a3,Myo3b
Inh_Nkx2-2_Mc4r_1,Penk
Ex_Tfap2d_Mgst2_1,Dkk3
Ex_Ccn3_Fezf2_Ptprc_3,Ptprc
Ex_Slc30a3_Lrmp_Il1rl2_Slc17a6,Il1rl2
Ex_Sall3_Efemp1_2,Nr4a3
Inh_Gata3_Il23r,Rgs16
Ex_C1ql4_Olfr48,Rxfp1
Inh_Tfap2a_Slc6a12,Tnn
Inh_Gata3_Fam90a1b,A830018L16Rik
Inh_Htr3a_Grpr_1,Cdh20
Ex_Defb1_Ldoc1_2,Kcnq5
Inh_Nkx2-2_Svep1_1,Cpa6
Inh_Vip_Slc17a8,Grpr
Ex_Tcf7l2_Lhx2_Ros1_2,Gm21954
Ex_Dmbx1_Plet1_1,Bnc2
Inh_Pax8_Otp_2,Pgr15l
Inh_Lhx1_Dlk1_7,Arx
Inh_Sox6_Chrna5_1,Pax7
Inh_Pax8_Sox6_1,Nxph2
Inh_Sncg_Pvalb,Traf3ip3
Inh_Pax5_Olig3_2,Prox1
Inh_Foxp2_Ntrk1_3,Bhlhe22
Ng_Lhx1_Trp73,Lef1
Inh_Foxp2_Bmp3_4,Islr2
Ex_Dmrta2_Frem1,Kcnh1
Ex_Sim1_Nkx2-2_Asb4_1,Oxt
Inh_Six6_Vipr2_9,Sulf1
Ex_Lhx9_Mstn_Pld5,Ptprc
Inh_Gbx1_Atp8b1_5,Mme
Ex_Tfap2b_Peizo2,Rxfp1
Ex_Tfap2d_Sema3d_2,Zeb2
Ex_Rorb_Endou_1,Tox
Inh_Sp8_Vip_2,Cpa6
Ex_Hoxb5_Prdm16_4,Ecel1
Ex_Irx3_Ccdc192_2,Tfap2d
Inh_Tfap2b_Adamtsl2,Adamtsl2
Ex_Lmx1a_Kcp_2,Lmx1a
NorEx_Phox2b_Pmnt_2,Tmem132d
Inh_Nrk_Kctd16,Pard3b
Inh_Dmbx1_Chst3,Dmbx1
Ex_Phox2b_Chrna5_3,Nptx2
Chol_Ecel1_Crabp2_2,Cd44
Inh_Lhx6_Serpinb1b_2,Wls
Inh_Frmd7_Trim55_2,Meox2
Inh_Htr3a_Pdzph1_3,Cldn10
Ex_Phox2b_Bmp3_2,Eya1
Inh_Sall3_Trhr_4,Fhl2
Ex_C1ql4_Trhr_3,Penk
Ex_Pax6_Pappa2_3,Cpa6
Inh_Pax6_Pou6f2_Pdgfd_4,Sctr
Ex_Vsx2_Prok1,St18
Ex_Ebf2_Ltbp1_1,Scml2
Inh_Dlk1_Apbb1ip_2,Slc6a5
Inh_Lhx6_Sst_Crh_Nnmt_3,Kmo
Inh_Pax2_Lama4_1,Gpc3
NG_Draxin_11,Meis2
Inh_Pax6_Cdh23,Prdm12
Inh_Dlk1_Olfr48,Olfr48
Inh_Lhx6_Asb4,Lhx6
Inh_Pax2_Chrnb3,Stk32b
Ex_Hoxb5_Prdm16_5,Pappa
Inh_Tfap2b_Gabrq_3,Tfap2b
Inh_Otx2_Samsn1_2,Chrnb3
Ex_Pou4f3_Mdfic2,Zeb2
Inh_Gata3_Trh,Nckap5
Ex_Gata3_Svs5,Svs5
Ex_Pax6_Gna14_2,Pappa2
Ex_Otx2_Dynlrb2,Cntnap5b
Inh_Pax2_Sostdc1,Pax8
Ex_Tlx1_Hgf,Tmem163
Ex_Ebf2_Antxr2,Nckap5
Ex_Lmx1b_Tex47_3,Serpinb7
Inh_Tfap2b_Acsm2,Erfl
Inh_Sox8_Calcrl_3,Nr4a3
Inh_Lhx6_Sst_Col6a5_1,Ngf
Ex_Hoxb5_Epsti1_2,Prdm16
Inh_Bhlhe22_Cdh23_2,Prox1
Inh_Lmo2_Dsg2_2,Dlx1
Inh_Sall3_Cytip_2,Ccdc190
Ex_Pax2_C1ql4,Hgf
Inh_Pax2_Igfbpl1_2,Npy2r
Inh_Gbx2_Chrna5_2,Chrna5
Inh_Pax2_Sgo2b_6,Cadps2
Inh_Pax2_Hoxb5_Otp_2,Satb2
Inh_Hoxc4_Ttc6_2,Col9a1
Fibro_Eya2_Ccdc192_4,Gm26992
Ex_Samd3_Slc38a11_1,Samd3
Ex_Ebf2_Spef2_2,Lypd6
Inh_Onecut3_Aass_2,Nostrin
Inh_Nkx2-2_Antxr2,Gata3
Ex_Tcf7l2_Fbln1_Slc38a11_1,Prokr2
Inh_Pax8_Mup6_Qrfpr,Mup6
Ex_Skor1_Frem1_3,Pld5
Inh_Lhx8_Arhgef38_7,Zfp804b
Inh_Tfap2a_Pthlh_3,Svep1
Ex_Nkx2-4_Cdkn1c_1,Pcp4l1
Ex_Skor1_Slc5a7_1,Lef1
Ex_Plekhg1_Epha1_Cd44_2,Speg
NG_Draxin_6,Zfp385b
Ex_Evx2_Pkhd1l1,Erbb4
Ex_Tfap2b_Adam18,Ndnf
Inh_Otx1_Nrtn_3,Asic4
Inh_Pax2_Met_3,Gbx1
Inh_Gata3_Sp9_3,St18
Ex_Lhx9_Npsr1_2,Col5a2
Ex_Dmrta2_Cd274,Dmrta2
Inh_Six3_Smad6_1,Nppc
Ex_Ebf3_Adam33_2,Niban1
Inh_Sp8_Abcb5,Pld5
Ex_Lmx1b_Gabre,Tac1
Ex_Lhx9_Cav1,Pde11a
Inh_Gata3_Svs5,Epyc
Ex_Phox2b_Sh2d6,Stk32b
Ex_Hmx2_Col5a2,Col5a2
Inh_Gata3_Pou6f2_Olfr48_2,Hmcn1
Inh_Pax2_Chrdl2_2,Rgs12
Inh_Nkx2-2_Tspo2_1,Nkx2-2
Inh_Tfap2a_Pthlh_1,Tfap2b
CholEx_Lhx9_Evx2_Crabp1,Eya1
Ex_Lhx3_Sp8,Lhx3
Ex_Nkx6-1_Foxd3_3,Npffr2
Ex_Ebf2_Mgp,Nppc
Ex_Lhx9_Adgrg2_4,Kcnq5
Inh_Gata3_Cd200r1_3,Slc9a4
Ex_Skor1_Chodl,Tbr1
Inh_Lhx6_Car8_1,Pde1a
Ex_Pitx2_Zbtb7c_4,Cobll1
Ex_Plekhg1_Col27a1_Calca,Col27a1
Ex_Tfap2b_Kdr,Pde3a
Fibro_Eya2_Lypd2_3,Mfap5
Ex_Tcf7l2_C1ql4_2,Hoxd3
Inh_Gata3_Sp9_2,St18
Ex_Sox6_Edn1_1,Epb41l5
Inh_Pax3_Chrna5_1,Pax3
Ex_Phox2b_Six2_3,C1ql2
Ex_Ebf2_Arhgap36,Ebf4
Ex_Ebf2_Bmp6,Barhl1
Inh_Nkx2-2_Ecel1_2,Tfap2b
Ex_Sim1_Bsx_3,Sim1
Ex_Fibcd1_Tacr3_3,Garnl3
Inh_Foxd3_Sp9,En1
NorEx_Phox2b_Mtnr1a,Shox2
Ex_Ebf2_Spef2_5,Tox
Ex_Sim1_Otp_4,Gpr101
Ex_Plekhg1_Pth2r_Rxfp1_2,Pth2r
Inh_Onecut3_Otx1,Spp1
Ex_Sim1_Crh_4,Oxt
Inh_Lhx6_Sst_Th_Ephb1,Corin
Inh_Lhx6_Sst_Edaradd,Cacna1e
Inh_Tbx3_Serpina3n_1,Crispld1
Inh_Pde11a_Pgm5_2,Gad2
Ex_Lhx2_Tlx1_4,Gpr39
Ex_Ebf2_Lpar1,Tfap2d
Ex_Fbxl7_Tmem72_1,Tmem72
Ex_Tfap2d_Bhlhe23,Bhlhe23
Nor_Phox2b_Prlh,Eya1
Inh_Lhx1_Dlk1_6,Dlx1
Inh_Pax2_Hmga2_1,Lemd1
Inh_Lhx6_Lamp5_Hcrtr2,Npy
Ex_C1ql4_Islr2_3,Ppp1r17
Inh_Fbxl7_Frem1_1,Pde1a
Ex_Nxph4_Arhgap36,Nckap5
Ex_Lhx9_Slc38a11_2,Hoxc4
Ex_Lmx1a_Kcp_1,Iqschfp
Ex_Sim1_Clca3a2_1,Prkcq
Inh_Lhx6_Sst_Col6a5_5,Creg2
Ex_Lhx9_Calcr,Pdyn
Inh_Gata3_Sall1_4,6430628N08Rik
Inh_Lhx1_Wnt5a_2,Npy
Inh_Sox8_Cyp26b1,Cyp26b1
Inh_Lhx8_Oprk1,Lhx8
Chol_Ecel1_Nid1,Lhx8
Inh_Pax8_Bmp4_2,Ccer2
Ex_Pou4f2_St14_3,Hmcn1
Ex_C1ql4_Tnfrsf11b_3,Sulf1
Ex_Plekhg1_Col27a1_C1ql2_2,Kcnj13
Inh_Pax5_Tll2,Necab1
Inh_Pax2_Egflam_1,Mecom
Inh_Lhx6_Sst_Ccna1_1,Npas1
Inh_Pax2_Plscr2_2,C1qtnf7
Inh_Pax2_Abcg8,Fras1
Inh_Six3_Drd3_1,Fgf5
Inh_Foxa2_Upp1_1,Ndnf
Inh_Pax8_Bmp4_1,Pax8
Inh_Etv3l_Erfl_1,Npy2r
Inh_Onecut3_Klk9,Adam18
Inh_Isl1_Drd1_Folh1_1,Prok2
Inh_Foxd3_Bnc2_3,Bnc2
Ex_Pax6_Mtnr1a,Reln
Ex_Slc30a3_Teddm3_1,Romo1
CholEx_Hmx3_Wnt10a,Hmcn1
Ex_Lmx1a_Scart2_1,Nrp2
Inh_Nkx2-2_Lcp1,Prkcq
Ex_Lmx1a_Crhbp_2,Dach2
Ex_Nkx6-1_Atp6v1c2,Pappa2
Ex_Lhx2_Hgf_4,Tlr5
Inh_Pax2_Cdh3_2,Rxfp2
Inh_Pax7_Egflam_7,Pax7
Ex_C1ql4_Drd1_7,Btg2
Ex_Ebf2_Npff_1,Sulf1
Ex_Sim1_Th_2,Tcf24
Ex_Fezf2_Col6a1_Gpr139,Col23a1
Ex_Tfap2b_Ramp3_3,B3gnt7
Ex_Tlx1_Tmem215_3,Apbb1ip
Ex_Pitx2_Zbtb7c_7,C1ql2
Inh_Pax2_Tgm6_3,Pth2r
Ex_Tfap2b_Plce1_1,Tfap2b
Ex_Plekhg1_Col27a1_Egflam_2,Gucy2c
Inh_Pax2_Hoxb5_Sycp2l_2,Iqca
Ex_Dmrta2_Fam83b_1,Dmrta2
Ex_Dmrta2_Greb1_2,Ednra
Inh_Pax8_Pkhd1l1_3,Ngf
Inh_Pax5_Lcp1,Pth2r
Ex_Nkx2-4_Ednra_1,Whrn
Inh_Lhx6_Crhbp_3,Pde11a
Inh_Htr3a_Prom1_1,Lingo2
Ex_Ebf2_Fer1l6_2,Mctp2
Inh_Six3_Tmem45b,Nos1
Ex_Tfap2b_Klk12,Hs3st2
Inh_Gata3_Pdlim3_4,Crhbp
Inh_Pax2_Vgll3_11,Parvb
Ex_Fezf2_Dlk1_Meis2,C1qtnf7
Ex_Rorb_Cth,Erbb4
Ex_Phox2a_Nms,Nms
Inh_Lhx6_Sst_Npffr1_Rgs6,Lhx6
Chol_Tbx20_S100a11_3,Nppb
Ex_Lhx2_Nek11_9,Zeb2
Ex_Fezf2_Egflam_Adamts10,Fn1
Inh_Emx2_Pirt_2,Colq
Inh_Gata3_Tnni3_3,Kcnc4
Inh_Dmrt3_Tarm1_1,Col5a2
Inh_Gata3_Slc26a7,Tent5d
Inh_Pax2_Dmrt3_5,C1ql2
Fibro_Eya2_Dapl1,Dapl1
Ex_Phox2b_Alkal2_1,Phox2a
Inh_Gata3_Olfr48_5,Npy2r
Ex_Phox2a_Fam83b,St8sia2
Ex_Sim1_Crh_3,Oxt
Inh_Htr3a_Ibsp_5,Arhgap6
Ex_Neurod6_Dnah11_4,Rpl7a
Inh_Tfap2b_Aym1_1,Ptma
Ex_Pax2_Sprr2b,Tnmd
Ex_Phox2b_Nr1h4_2,Gm45194
Inh_Lhx6_Gpr174_1,Gpr174
Ex_C1ql4_Serpina3g,C1ql2
Ng_Lhx1_Mab21l3_2,Trp73
Inh_Foxd3_Bnc2_2,En1
Inh_Nkx2-2_Gm16223_1,A830018L16Rik
Inh_Arhgap31_Cryba2,Cryba2
Inh_Tfap2b_Papln,Nckap5
Inh_Foxd3_Gm525_1,Tram1
Ex_Tcf24_Dnajc22,Tcf24
Ex_C1ql4_Krt73,Casz1
Inh_Vip_Crh_2,Crh
Inh_Pax8_Psd4,Nxph2
Endo_Flt1_Lrg1_5,Sulf1
Inh_Sox2_Ikzf1_3,Cbln4
Ex_Eya2_P2rx6_2,Ppp1r1c
Inh_Pax7_Stc1_2,Cracdl
Ex_C1ql4_Krt73_2,Gem
Ex_Phox2b_Catspere1,Phox2b
Inh_Irx3_Sox14,Ndnf
Ex_Ebf2_4930469K13Rik_1,Pde1a
Ex_Tfap2d_Pirt_1,Gpr149
Ex_Pou6f2_Evx2_2,Fat1
Inh_Sp8_Abcb5_Krt73,Enox2
Ex_Sim1_Pgr15l_2,Pde11a
Inh_Six3_Sox2_8,Hdc
Ex_Pitx1_Kntc1,Tac1
CholEx_Hoxb5_Prdm16_1,Calcrl
Ex_Tlx1_Tmem215_2,Lmx1a
Ex_Phox2b_Zbbx_Nts_2,Tfap2b
Inh_Pax5_Ceacam10,Ceacam10
Ex_Pax2_Nr5a2_2,Erbb4
Inh_Frmd7_Aox3_4,Smim43
Ex_Pax6_Sntb1,Pax6
Ex_Sall3_Efemp1_1,C1ql1
Inh_Onecut3_Aass_3,Tmem163
Inh_Gata3_Cd200r1_2,Myo1b
Inh_Foxp2_Foxd3_6,Foxp2
Inh_Pax2_Qrfpr,Sp9
Ex_Fam163a_Npy2r,Htr1d
Ex_Tfap2b_Cldn3_3,Tfap2b
Inh_Pou6f2_Fst,Tafa4
Inh_Pax2_Ppp1r1c_2,Fras1
Ex_Lhx2_Pth2_3,Ism1
Ex_Vsx2_Npr3,Lhx4
Ex_Lmx1a_Bnc2,Lmx1a
Inh_Otx2_Scgn,Gabrr2
Ex_Tfap2b_Crh,Crh
Inh_Pou6f2_Cartpt,Pappa2
Ex_Lhx4_Vsx2_1,Lhx4
Ex_Lhx3_Tlcd1_3,Lhx3
Inh_Gata3_Edaradd,Hoxb5
Inh_Gata3_Nkx2-2_Clrn1,Clrn1
Inh_Pax2_Vgll3_8,Grik3
Inh_Hoxb5_C1ql2_2,Tac1
Inh_Pax2_Gli2_2,Brs3
Inh_Vip_Trim55_6,Ass1
Inh_Lhx1_Nkx2-4_2,Hapln1
Inh_Pax2_Cfap299,Tmem163
Inh_Fbxl7_Hmcn1_2,Dach2
Inh_Htr3a_Pdzph1_1,Qrfpr
Ex_Skor1_Frem1_2,Cnga3
Inh_Otx2_Pla2g5,Serpine2
Ex_Fam163a_Prdm6_4,Ppp1r1c
Inh_Lhx8_Rspo2,Lhx8
Inh_Ebf2_Stc1_1,Satb2
Ex_Lmx1a_Ngfr,Ndufb11
Ex_Lmx1b_Tmem100_1,Nxph2
Ex_Pitx2_Lamp3_3,C1ql1
Ex_Sln_Pde1a,A730046J19Rik
Inh_Six6_Vipr2_4,Nms
Ex_C1ql4_Calcr_2,Pde11a
Inh_Pax2_Mmp2,Vwf
Ex_Nxph4_Olfr110_Cplx3,Fam241b
Inh_Pax2_Trh_2,Pth2r
Ex_Pou4f1_Htr5b_5,Pard3b
Inh_Hoxc4_Tfap2b,Tfap2b
Ex_Lmx1b_Drd1_1,Reln
Ex_Dmrta2_Chrna6_5,Tekt2
Ex_Ebf2_Gng8,Drd5
Ex_Tfap2b_Slco1c1,Tfap2b
Inh_Gata2_Arid3c_2,Arid3c
Inh_Otx1_Sox14_1,Sox2
Inh_Hoxc4_Chrdl2_5,Chrdl2
Ex_Fbxl7_Chrnb4,Pax6
Ex_Tfap2d_Crhr2_3,Tfap2d
Ex_Sim1_Spc25,Tanc1
Ex_Vsx2_Tnnt1_2,Pax6
Inh_Gbx1_Htr1a_7,Cobll1
Inh_Lhx6_Esr2_9,Sulf1
Inh_Lhx6_Moxd1_3,Sema3c
Ex_Lmx1b_Prkcq_Dynap_2,Plagl1
Ex_Hoxb3_Ldlrap1_3,Cpa6
Inh_Pax5_Erfl_3,Grpr
Ex_Defb1_Cnga3,Tfap2b
Ex_Ebf2_Mybpc1,A830018L16Rik
Inh_Htr3a_Ibsp_1,Pde3a
Inh_Gata3_Tnni3_4,Pax6
Inh_Pax7_Tshr,Npr1
Ex_Irx3_Kcnj5_1,Sema6d
Ex_Defb1_Gsta2_1,Tlr4
Ex_Tlx1_Tmem215_1,Lypd1
Inh_Pax5_Sox21_1,Fibcd1
Inh_Pax2_Calcr,Acvr1c
Inh_Pax8_Otp_1,Ptgfr
Inh_Hmx2_Gldn_2,Lemd1
Inh_Otx2_Bmp4_4,Sp5
Ex_Tcf7l2_Irak3_1,Mecom
Inh_Lhx6_Cxcr4_8,Ptger3
Ex_Dmrta2_Chrna6_6,Crhr2
Ex_Fezf2_Vgll3,Fibcd1
Ex_Lhx2_Col5a2_1,Col5a2
Inh_Pax8_Col6a3,Col6a3
Inh_Onecut3_Tcf24_1,Tcf24
Inh_Six3_Sox2_3,Mctp2
Fibro_Eya2_Ccl11,Reln
Inh_Pax7_Shisal2b,Tfap2b
Inh_Six3_Met_4,Eda
Ex_Vsx2_Nkx6-3_1,Nkx6-3
Ex_Phox2b_Pdyn_1,Pdyn
Inh_Otx1_Cd22,Rpl7
Ex_Ebf3_Adam33_1,Lhx2
Inh_Pax8_Ngfr_1,Prdm16
Ex_Onecut2_Hmx3_Dmbx1_1,Lancl3
Ex_Iqcj_Ms4a15_1,Klhl30
Inh_Six6_Vipr2_2,Rph3a
CholInh_Ecel1_Nid1,Reln
Ex_Sox6_Ttc29_2,Cdh20
Ex_Foxb1_Arhgef38_2,Rxfp2
Ex_Sim1_Bfsp2_2,Cd36
Inh_Lhx6_Esr2_14,Nxph2
Inh_Gata3_Olfr48_4,Gm45194
Inh_Pou6f2_Gldn_2,Grm8
Ex_Tfap2d_Gask1b_1,Slco5a1
Inh_Pax2_Sgo2b_1,Adgrl2
Inh_Gata3_Mbl2_3,Zfhx4
Inh_Ebf2_Stc1_2,Satb2
Inh_Gata3_Gsc2_2,Sh2b3
Ex_Plekhg1_Col27a1_Npsr1_2,Gm26992
Ex_Plekhg1_Nox4_Kcp_3,Pth2r
Ex_Sim1_Aox3_3,Oxt
Inh_Lhx6_Sst_Col6a5_7,Prkcq
Ex_Phox2b_Nmu,Sulf1
Ex_Onecut3_Frem3_3,Ebf3
Inh_Gbx2_Chrna5_1,Npy
Ex_Lhx9_Cyp19a1,Cd44
Inh_Six3_Fgf17_1,Pde1a
Inh_Otx2_Prdm16_4,Prdm16
Ex_Phox2b_Vip_2,Spats2l
Inh_Dlk1_Asb4_1,Cdh23
Ex_Tcf7l2_Adamtsl3_Slc38a11_2,Adamtsl3
Ex_Pitx2_Zbtb7c_5,Qrfpr
Ex_Sim1_Pdgfd_1,Pitx2
Ex_Phox2b_Pdyn_5,Dbh
Inh_Lhx6_Sst_Chodl_2,Lemd1
Ex_Lhx2_Col5a2_2,Hoxd4
Ex_Vsx2_Igfbp4_1,Pdyn
Astro_Agt_Sntg1,Slc6a11
Inh_Gata3_Chrna5,St18
Inh_Pax2_Cd44_3,Hspg2
Ex_Tfap2b_Piezo2_4,Tstd1
Inh_Hoxc4_Ttc6_5,Tmem132d
Inh_Tfap2b_Dcn_3,D630023F18Rik
Ex_C1ql4_Tnfrsf11b_2,Itga8
DopEx_Calb1_Ggta1,Lmx1a
Ex_Pou4f1_A2m,Chn2
Inh_Gata3_Ppm1j,Col4a3
Ex_Vsx2_Pgm5_5,Gpr101
Ex_Gata3_Slc17a8_3,Gchfr
Ex_Phox2b_Zbbx_Nts_1,Tfap2b
Ex_Plekhg1_Fign_Tnnt1_1,Whrn
Ex_Ebf2_Abcc9_3,Galnt3
Inh_Lmo7_Fbln1_2,E130114P18Rik
Inh_Dmrt3_Prdm6_1,St8sia4
Ex_Neurod6_Fam83b,Nkx2-2
Ex_C1ql4_Cpne7_2,Adamts3
Ex_Fezf2_Kl_2,Slc9a4
Ex_Nxph4_Kcnj5,Tox
Ex_Nkx2-4_Cd44_5,Cd44
Ex_Vsx2_Kcnv1,Pth2r
Ex_Sim1_Ucn3_1,Ltbp4
Inh_Tbx3_Fli1_1,Corin
Ex_Ebf3_Adam33_10,Gpr149
Ex_Irx2_Popdc3_2,Serpine2
Inh_Pax6_Egfr_1,Gpr39
Inh_Nkx2-1_Sst_2,Nxph2
Inh_Pax8_Pnoc,Dach2
Inh_Lhx6_Cav1_2,Fam163a
NG_Myoz1_5,Aox3
Macro_Mrc1_Cd209a,Slamf7
Ex_Phox2b_Cyp39a1_Mdfic2_2,Col15a1
Ex_Crym_Plagl1_2,St18
Ex_Hpgd_Pik3c2g_2,Adamtsl3
Ex_Fezf2_Kit_Sostdc1,Kit
Ex_Tcf24_Serpina12_3,Tcf24
Inh_Pax8_Hhip,Pth2r
Inh_Gata3_Cdh3_1,Gata3
Inh_Tfap2b_Cdh23_3,Syt2
Inh_Pax2_Postn_2,Tfap2b
Ex_Phox2b_Pdyn_4,Lypd6b
Inh_Onecut3_Npy_3,Pax8
Ex_Tfap2b_Piezo2_2,Tfap2b
Ex_Fbxl7_Insrr_2,Ucma
Inh_Pax2_Erfl_10,Pax7
Ex_Lhx3_Arsj,C1ql2
Ex_Nxph4_Ednra,Pkhd1
Ex_Pou4f2_Sult3a2_6,Npas1
Ex_Skor1_Samd3_2,Abhd13
Inh_Lhx1_Erfl_3,Dlx1
Ex_Lmx1a_Agtr1b,Lmx1a
Inh_Nkx2-2_Trh_1,Trh
Ex_C1ql4_Pappa,Cd36
Chol_Tbx20_S100a11_9,Bdh2
Ex_Sim1_Nkx2-2_3,Kirrel
Ex_Lmx1b_Scn5a_1,Cnr1
Ex_Dmrta2_Col6a6_3,Prss12
Inh_Sall3_Sp8,Slco1c1
Ex_Vsx2_Ctxn3_2,Lhx4
Inh_Gata3_Dhrs3_Sox14_4,Ttn
Inh_Frm7_Otop1_1,Otop1
Ex_Sall1_C1ql1_2,C1ql2
Ex_Maff_Atf3_3,Foxp2
Inh_Lhx6_Esr2_6,Sytl4
Ex_Rorb_Fibcd1_Syt6,Lefty1
Inh_Pax8_Sfrp1_2,Scn7a
Ex_Lhx9_Hsd17b14_2,Lhx9
Inh_Pax8_Sfrp1_8,Gli3
Ex_Lmx1a_Bdnf_4,Barhl1
ExInh_Lmx1b_Met,Met
CholEx_Hmx2_A2m,Col27a1
Ex_Slc30a3_Otof_Dgkk_Ndst4,Penk
Inh_Ecel1_Myo1h_2,Fmo1
Inh_Pax8_Pdzk1ip1_1,Colgalt2
Ex_Plekhg1_Fign_Ppp1r3a_5,Alpk2
Ex_Sim1_Pitx2_1,Pfdn2
Inh_Exd1_Arhgap9_1,Tarm1
Astro_Ephb1_Gfap,Myoc
Ex_Tfap2d_Pirt_6,Tfap2d
Inh_Pax5_Irs4_2,C1ql2
Inh_Nkx2-2_Nxph2,Nxph2
Inh_Gata3_Gsc2_1,Foxp2
Ex_Dmrta2_Prkcq_2,Tcerg1l
Ex_Vsx2_Lhx4_2,Lhx4
Ex_Lmx1a_Lepr,Cubn
Inh_Pax2_Tnfaip8l3_1,Ndnf
Inh_Gata3_Pdlim3_1,Gata3
Inh_Foxp2_Sox2_3,Pax6
Ex_Sim1_Otp_1,Calcr
Ex_Tlx1_Crocc2_3,Rxfp1
Inh_Esr2_Avp_1,Avp
Ex_Tfap2d_Crhr2_1,Tfap2d
Inh_Pax2_Dkk2,Eya1
Ex_Fezf2_Cfap58_1,Cfap206
Inh_Lhx8_Arhgef38_1,Lhx8
Inh_Ecel1_Crhr2,St18
Inh_Fbxl7_Cyp26b1_4,Pax8
Inh_Gata3_Ntsr1,Gata2
Inh_Lhx1_Crhbp,Kcnq5
Ex_Fbxl7_Lsp1_1,Tacr3
Inh_Pax2_6430628N08Rik_3,Ptprt
Ex_Rorb_Pirt_Fn1,Fn1
Ex_Phox2b_Mdfic2_5,Dach2
Inh_Pax3_Svs5_1,Pax3
Inh_Lhx6_Car8_2,Fstl5
CholEx_Hmx3_Agtr1b,Zeb2
Ex_Ebf2_C1ql2_3,Tfap2d
Ex_Lmx1b_Upp1,Tex47
Ex_Phox2b_Slc39a12_6,Wif1
Fibro_Eya2_Unc5c_3,Slc13a3
Inh_Fbxl7_Cyp26b1_2,Tnc
Inh_Pax5_Tmem176b_4,Gpc4
Ex_Ebf2_Ucn3_1,Plch1
Ex_Lhx9_Igfbpl1_2,Npy
Ex_Vsx2_Nps_1,Tafa4
Inh_Meox2_Csta2,Lef1
Ex_Tfap2d_Gask1b_2,Mcub
Ex_Tfap2b_Vmn1r196,Lgr6
Ex_Phox2b_Igfbpl1_2,Phox2b
Ex_Pax6_Scgn,Pax6
Ex_Tfap2b_Sult3a2_5,Rxfp1
ExInh_Lmx1b_Slc26a7_1,Chrnb3
Ex_Lmx1a_Serpina9,Trdn
Ex_Evx1_Evx2,Prok1
Inh_Onecut3_Ccdc192_1,Nr5a2
Ex_Hoxb3_Ldlrap1_13,Scn4b
Inh_Pax3_Vmn1r207_7,Htr2c
Inh_Sp8_Abcb5_Runx1t1,Scrg1
Ex_Sim1_Ucn3_2,Tnfrsf23
Inh_Foxp2_Bmp3_5,Galnt3
Inh_Pax3_Igfbpl1_3,Rpl7
Ex_Lmx1a_Gngt2,Pitx2
Inh_Pax7_Ngfr_Stc1,Pax6
Inh_Nkx2-2_Gata2_7,Prkcq
Inh_Lhx6_Sctr_2,Sulf1
Ex_C1ql4_Trhr_2,Fam122b
Chol_Irx4_Matn1_2,Rpl31
Inh_Pax7_Zic2,Pax5
Ex_Irx3_Sostdc1,Itga8
Inh_Foxp2_Bmp3_1,Pax8
Ex_Lhx9_Chrm1_2,Cav1
Inh_Gata3_Tnc_2,Lypd1
Ex_Pax6_Htr3a_1,Pax6
Inh_Gata3_Olfr48_2,Stum
Inh_Pax7_Ecel1_1,Tfap2b
Inh_Six3_Colq_2,Trpc4
Inh_Gata3_Clic5_1,Sema3e
Ex_Phox2b_Dsc3_3,Ucma
Ex_Sox6_Prom1,Lhx9
Ex_Lhx9_Prdm8_2,Nfib
Ex_Sim1_Hkdc1_1,Cyp26b1
Inh_Frmd7_Aox3_1,Pde5a
Ex_Sox6_Sult3a2_2,Lhfp
Inh_Gata3_Nkx2-2_Npy,Nkx2-2
Inh_Pax8_Sp9_2,Kcnmb2
Inh_Tfap2b_Postn_1,Col9a1
Ex_Ebf2_Ifi213_2,Shb
Ex_Ebf2_C1qtnf7,Satb2
Ex_Ebf2_Ucn3_2,Slc44a5
Inh_Fbxl7_Col6a1_2,Unc5b
Inh_Gata3_Pdlim3_2,Sp9
Ex_Sim1_Foxb1,Foxb1
Inh_Pax2_Tnfaip8l3_3,Tfap2b
Ex_Vsx2_Tac2,Lhx4
Inh_Pax2_Krt17_2,Gm2115
